descripsion, objective function result

[810.0, 843.0, 821.0], 1.25
[405.0, 421.0, 410.0], 0.5909091064677908
[270.0, 281.0, 273.0], 0.3913043478260873

[20.0, 19.0, 21.0], 1.25
[1.0, 19.0, 40.0], 1.1176470659678057

[array([16., 22., 23.]), array([ 8., 17., 12.])], 1.25
[array([ 1., 22., 38.]), array([ 1., 17., 19.])], 1.2105263157894737
